BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL001945,ONE,Nippon Express,Indigo Books,Steel Products,20RF,5,Colombo,New York,DAP,2022-09-15,2022-10-13,2022-10-17,28,4,No,Documentation Error,2458.99,12294.95,60210.11,87378.17,Delivered
BOL001946,ZIM,CEVA Logistics,Shoppers Drug Mart,Auto Parts,20RF,1,Ningbo,Chicago,DAP,2024-09-03,2024-09-22,2024-09-22,19,0,Yes,None,3721.68,3721.68,8821.77,386882.53,Delivered
BOL001947,Yang Ming,DSV,Empire Company,Apparel,20GP,10,Singapore,Seattle,DDP,2022-03-29,2022-04-24,2022-04-24,26,0,Yes,None,940.36,9403.6,273419.64,37245.04,Delivered
BOL001948,Evergreen,Nippon Express,Aldo Group,Apparel,40RF,6,Singapore,Los Angeles,DAP,2022-10-26,2022-12-07,2022-12-07,42,0,Yes,None,1976.97,11861.82,120894.9,35723.77,Delivered
BOL001949,Yang Ming,Panalpina,Loblaws,Steel Products,40HC,5,Busan,Halifax,FOB,2022-10-22,2022-11-08,2022-11-08,17,0,Yes,None,4300.53,21502.65,50832.89,106261.93,Delivered
BOL001950,COSCO,CEVA Logistics,IKEA Canada,Apparel,40GP,9,Busan,New York,CIF,2023-03-11,2023-04-05,2023-04-18,25,13,No,Bad Weather,2534.6,22811.4,188640.04,173843.2,Delayed
BOL001951,CMA CGM,CEVA Logistics,Loblaws,Machinery,40RF,4,Shenzhen,Los Angeles,DAP,2024-09-12,2024-10-10,2024-10-10,28,0,Yes,None,986.75,3947.0,110689.95,217319.29,Delivered
BOL001952,Maersk,Panalpina,Loblaw Companies,Furniture,40GP,1,Shenzhen,Miami,CIF,2024-02-06,2024-03-03,2024-03-03,26,0,Yes,None,1694.39,1694.39,12977.34,168856.37,Delivered
BOL001953,Maersk,DSV,Loblaw Companies,Machinery,40HC,6,Kaohsiung,Chicago,CIF,2022-07-16,2022-07-31,2022-07-31,15,0,Yes,None,1999.78,11998.68,148569.53,36528.1,Delivered
BOL001954,Evergreen,Kuehne+Nagel,Sobeys,Textiles,20RF,10,Ningbo,Houston,FOB,2023-11-30,2024-01-08,2024-01-08,39,0,Yes,None,1378.2,13782.0,236992.81,429366.95,Delivered
BOL001955,MSC,Kuehne+Nagel,Sobeys,Steel Products,20GP,6,Kaohsiung,Chicago,DDP,2022-07-06,2022-08-04,2022-08-18,29,14,No,Bad Weather,3447.34,20684.04,60803.5,347405.91,Delayed
BOL001956,COSCO,Expeditors,Indigo Books,Furniture,40HC,8,Busan,Los Angeles,EXW,2023-11-14,2023-12-29,2023-12-29,45,0,Yes,None,4312.76,34502.08,204521.11,202242.62,Delivered
BOL001957,ONE,Nippon Express,Walmart Canada,Furniture,40GP,2,Rotterdam,New York,FOB,2022-02-05,2022-03-18,2022-03-18,41,0,Yes,None,3284.0,6568.0,50139.98,331995.23,Delivered
BOL001958,HMM,DSV,Home Depot Canada,Toys,40GP,1,Hong Kong,Miami,DAP,2024-06-11,2024-06-29,2024-06-29,18,0,Yes,None,1963.25,1963.25,17934.67,198852.03,Delivered
BOL001959,Yang Ming,DB Schenker,Costco Canada,Apparel,20RF,1,Shenzhen,Chicago,FOB,2023-01-24,2023-02-20,2023-03-04,27,12,No,Port Congestion,3557.1,3557.1,18635.8,63559.1,Delayed
BOL001960,COSCO,Nippon Express,Indigo Books,Textiles,20GP,5,Rotterdam,New York,FOB,2024-09-21,2024-10-11,2024-10-11,20,0,Yes,None,3757.22,18786.1,128020.59,331657.38,Delivered
BOL001961,Yang Ming,DB Schenker,Reitmans,Chemicals,40HC,7,Shanghai,Halifax,DAP,2023-12-23,2024-01-11,2024-01-11,19,0,Yes,None,4244.57,29711.99,42365.09,181753.5,Delivered
BOL001962,MSC,Expeditors,Loblaw Companies,Machinery,20GP,8,Shanghai,Montreal,DAP,2024-02-18,2024-04-02,2024-04-02,44,0,Yes,None,4312.21,34497.68,171474.56,86730.57,Delivered
BOL001963,Evergreen,Nippon Express,Aldo Group,Electronics,20GP,8,Shanghai,Montreal,DAP,2024-07-27,2024-08-23,2024-08-23,27,0,Yes,None,2708.33,21666.64,173795.92,358841.21,Delivered
BOL001964,Yang Ming,CEVA Logistics,Groupe Touchette,Toys,40HC,5,Shenzhen,Chicago,EXW,2024-12-01,2025-01-07,2025-01-07,37,0,Yes,None,3047.99,15239.95,48508.25,236110.79,In Transit
BOL001965,MSC,Sinotrans,Mountain Equipment,Food Products,45HC,8,Hamburg,Vancouver,EXW,2024-06-09,2024-07-17,2024-07-17,38,0,Yes,None,2178.52,17428.16,199785.11,175436.88,Delivered
BOL001966,Maersk,DB Schenker,Groupe Touchette,Toys,40HC,7,Shenzhen,Montreal,CIF,2022-04-04,2022-05-10,2022-05-10,36,0,Yes,None,1566.74,10967.18,83890.9,463802.88,Delivered
BOL001967,ZIM,Kuehne+Nagel,Costco Canada,Auto Parts,40HC,7,Hamburg,Seattle,FOB,2022-02-03,2022-02-19,2022-02-19,16,0,Yes,None,2025.72,14180.04,162352.16,127710.95,Delivered
BOL001968,ZIM,DB Schenker,Best Buy Canada,Furniture,20GP,10,Singapore,Montreal,FOB,2024-02-15,2024-03-31,2024-03-31,45,0,Yes,None,3696.23,36962.3,243119.33,62788.28,Delivered
BOL001969,COSCO,Expeditors,Groupe Touchette,Electronics,40HC,6,Kaohsiung,Toronto,DDP,2023-06-22,2023-07-09,2023-07-12,17,3,No,Bad Weather,887.97,5327.82,37976.88,177629.74,Delivered
BOL001970,Evergreen,Expeditors,Metro Inc,Machinery,20RF,9,Busan,Toronto,CIF,2024-10-12,2024-11-20,2024-11-20,39,0,Yes,None,2569.75,23127.75,109140.27,57724.39,Delivered
BOL001971,ZIM,Sinotrans,Giant Tiger,Machinery,40HC,4,Busan,Toronto,FOB,2022-05-02,2022-05-17,2022-05-17,15,0,Yes,None,1957.62,7830.48,76588.1,313046.05,Delivered
BOL001972,Yang Ming,DB Schenker,Shoppers Drug Mart,Furniture,40GP,9,Colombo,Halifax,CIF,2023-10-06,2023-11-06,2023-11-06,31,0,Yes,None,3091.03,27819.27,188489.72,186020.88,Delivered
BOL001973,ONE,Nippon Express,Giant Tiger,Food Products,20GP,3,Singapore,Toronto,DDP,2024-07-15,2024-08-18,2024-08-18,34,0,Yes,None,1271.36,3814.08,17577.49,119982.83,Delivered
BOL001974,COSCO,Sinotrans,Home Depot Canada,Electronics,40HC,9,Colombo,Los Angeles,EXW,2022-07-29,2022-08-23,2022-08-23,25,0,Yes,None,2886.29,25976.61,54000.34,138573.31,Delivered
BOL001975,ZIM,Sinotrans,Groupe Touchette,Steel Products,20GP,3,Singapore,Chicago,FOB,2024-04-04,2024-05-15,2024-05-15,41,0,Yes,None,1604.79,4814.37,23769.19,268330.16,Delivered
BOL001976,Hapag-Lloyd,DB Schenker,Loblaw Companies,Furniture,45HC,7,Singapore,Chicago,FOB,2023-02-01,2023-03-13,2023-03-13,40,0,Yes,None,3062.55,21437.85,168489.57,407053.65,Delivered
BOL001977,Hapag-Lloyd,Kuehne+Nagel,IKEA Canada,Chemicals,45HC,4,Hamburg,Vancouver,FOB,2023-06-16,2023-07-09,2023-07-09,23,0,Yes,None,3479.49,13917.96,42477.11,236129.84,Delivered
BOL001978,Evergreen,Sinotrans,Walmart Canada,Steel Products,40RF,7,Shenzhen,Halifax,DAP,2022-08-14,2022-08-30,2022-08-30,16,0,Yes,None,3135.8,21950.6,165759.9,460842.48,Delivered
BOL001979,CMA CGM,DB Schenker,Aldo Group,Chemicals,20GP,9,Kaohsiung,Halifax,DAP,2022-06-24,2022-07-09,2022-07-09,15,0,Yes,None,2901.09,26109.81,199081.93,417101.44,Delivered
BOL001980,MSC,Kuehne+Nagel,Metro Inc,Auto Parts,40RF,4,Shenzhen,Chicago,FOB,2023-09-15,2023-10-30,2023-10-30,45,0,Yes,None,1871.02,7484.08,109131.66,118017.78,Delivered
BOL001981,HMM,Nippon Express,Empire Company,Electronics,40HC,2,Shenzhen,Seattle,EXW,2022-08-16,2022-09-05,2022-09-05,20,0,Yes,None,3380.41,6760.82,20646.97,164282.8,Delivered
BOL001982,Hapag-Lloyd,Expeditors,Metro Inc,Textiles,40RF,5,Hamburg,Vancouver,DAP,2022-03-20,2022-04-26,2022-04-26,37,0,Yes,None,3731.82,18659.1,117767.3,452340.12,Delivered
BOL001983,ONE,CEVA Logistics,Loblaws,Toys,40HC,7,Ningbo,Seattle,CFR,2022-05-22,2022-06-06,2022-06-06,15,0,Yes,None,1805.54,12638.78,111282.0,473719.31,Delivered
BOL001984,Maersk,Kuehne+Nagel,IKEA Canada,Steel Products,45HC,5,Colombo,Seattle,CIF,2024-07-20,2024-08-20,2024-08-20,31,0,Yes,None,1755.6,8778.0,97149.58,310584.07,Delivered
BOL001985,Yang Ming,Sinotrans,Hudson Bay,Electronics,40HC,2,Shenzhen,Toronto,CIF,2023-04-14,2023-05-23,2023-06-04,39,12,No,Documentation Error,1487.54,2975.08,38983.38,482101.18,Delayed
BOL001986,Maersk,Panalpina,Sport Chek,Textiles,20GP,6,Shanghai,Vancouver,CFR,2024-07-12,2024-08-17,2024-08-21,36,4,No,Documentation Error,2608.97,15653.82,160817.31,128303.58,Delivered
BOL001987,ZIM,Nippon Express,Sport Chek,Machinery,40HC,4,Shanghai,Chicago,CFR,2023-08-28,2023-10-07,2023-10-07,40,0,Yes,None,2265.81,9063.24,55741.76,151424.01,Delivered
BOL001988,Evergreen,CEVA Logistics,Walmart Canada,Food Products,20RF,9,Hamburg,Toronto,FOB,2023-09-08,2023-10-16,2023-10-16,38,0,Yes,None,2986.49,26878.41,150314.48,263214.6,Delivered
BOL001989,HMM,Expeditors,Costco Canada,Machinery,45HC,8,Hamburg,Houston,CFR,2024-07-22,2024-09-03,2024-09-03,43,0,Yes,None,4313.83,34510.64,180800.29,118742.53,Delivered
BOL001990,Hapag-Lloyd,Kuehne+Nagel,Hudson Bay,Steel Products,20GP,8,Shanghai,Toronto,FOB,2022-03-17,2022-04-28,2022-04-28,42,0,Yes,None,1194.48,9555.84,169441.11,217330.82,Delivered
BOL001991,COSCO,Sinotrans,Groupe Touchette,Machinery,40HC,6,Busan,New York,DDP,2023-07-03,2023-08-04,2023-08-04,32,0,Yes,None,3942.07,23652.42,88356.62,146864.87,Delivered
BOL001992,Evergreen,DB Schenker,Empire Company,Electronics,20GP,8,Busan,Houston,FOB,2023-12-03,2024-01-09,2024-01-09,37,0,Yes,None,3671.77,29374.16,44878.52,113446.79,Delivered
BOL001993,MSC,DSV,Groupe Touchette,Toys,45HC,2,Hamburg,New York,CIF,2024-02-27,2024-04-06,2024-04-06,39,0,Yes,None,4341.81,8683.62,38217.48,327321.3,Delivered
BOL001994,COSCO,DB Schenker,IKEA Canada,Food Products,40RF,3,Colombo,Houston,EXW,2024-05-25,2024-06-17,2024-06-17,23,0,Yes,None,4237.65,12712.95,28529.25,375661.65,Delivered
BOL001995,Evergreen,Sinotrans,Aldo Group,Apparel,20GP,5,Singapore,Halifax,DAP,2024-09-08,2024-10-16,2024-10-16,38,0,Yes,None,3394.79,16973.95,138968.79,479889.86,Delivered
BOL001996,HMM,Sinotrans,Best Buy Canada,Furniture,40HC,9,Hong Kong,Seattle,FOB,2024-06-20,2024-07-06,2024-07-06,16,0,Yes,None,3172.01,28548.09,143882.03,122207.8,Delivered
BOL001997,Hapag-Lloyd,Nippon Express,Groupe Touchette,Food Products,20RF,9,Singapore,Miami,CIF,2022-10-07,2022-11-11,2022-11-11,35,0,Yes,None,3065.72,27591.48,238433.79,191787.27,Delivered
BOL001998,Hapag-Lloyd,Sinotrans,Best Buy Canada,Furniture,40RF,6,Kaohsiung,New York,DAP,2022-02-01,2022-02-21,2022-02-21,20,0,Yes,None,2134.29,12805.74,30676.56,438226.21,Delivered
BOL001999,Maersk,Kuehne+Nagel,Canadian Tire,Apparel,20RF,1,Shanghai,Toronto,FOB,2024-03-25,2024-04-17,2024-04-17,23,0,Yes,None,2018.29,2018.29,19286.17,95080.94,Delivered
BOL002000,MSC,CEVA Logistics,IKEA Canada,Furniture,20RF,8,Kaohsiung,Montreal,FOB,2023-11-01,2023-12-12,2023-12-12,41,0,Yes,None,1512.35,12098.8,87457.84,133665.45,Delivered
BOL002001,Yang Ming,Expeditors,Costco Canada,Toys,20RF,5,Shanghai,Montreal,CIF,2022-04-07,2022-04-29,2022-04-29,22,0,Yes,None,3264.23,16321.15,68178.82,290750.75,Delivered
BOL002002,ONE,Kuehne+Nagel,Indigo Books,Chemicals,20RF,2,Busan,Miami,DDP,2022-05-31,2022-06-17,2022-06-17,17,0,Yes,None,2627.02,5254.04,50892.53,489720.98,Delivered
BOL002003,Yang Ming,Sinotrans,Sobeys,Machinery,20RF,9,Shenzhen,Montreal,FOB,2022-10-11,2022-11-02,2022-11-02,22,0,Yes,None,1303.99,11735.91,73919.79,211223.74,Delivered
BOL002004,Yang Ming,Kuehne+Nagel,Shoppers Drug Mart,Textiles,40GP,7,Kaohsiung,New York,CIF,2022-05-10,2022-06-07,2022-06-07,28,0,Yes,None,1768.65,12380.55,53735.32,317617.78,Delivered
BOL002005,CMA CGM,DB Schenker,Reitmans,Chemicals,40GP,3,Kaohsiung,New York,CIF,2024-04-27,2024-06-09,2024-06-09,43,0,Yes,None,1633.71,4901.13,54840.96,43182.71,Delivered
BOL002006,ONE,DB Schenker,Shoppers Drug Mart,Furniture,45HC,10,Kaohsiung,Halifax,CIF,2024-04-03,2024-05-16,2024-05-16,43,0,Yes,None,1689.48,16894.8,184129.87,306456.56,Delivered
BOL002007,Yang Ming,Kuehne+Nagel,Best Buy Canada,Textiles,20RF,5,Rotterdam,Montreal,FOB,2024-04-28,2024-05-28,2024-05-28,30,0,Yes,None,3612.45,18062.25,53555.95,461679.45,Delivered
BOL002008,MSC,CEVA Logistics,Mountain Equipment,Chemicals,40HC,1,Hamburg,Seattle,EXW,2023-09-26,2023-10-24,2023-10-24,28,0,Yes,None,3038.5,3038.5,16953.96,167032.54,Delivered
BOL002009,Hapag-Lloyd,DB Schenker,Giant Tiger,Food Products,45HC,10,Ningbo,Toronto,CIF,2024-03-06,2024-03-30,2024-03-30,24,0,Yes,None,992.88,9928.8,262127.7,292792.37,Delivered
BOL002010,MSC,Panalpina,Hudson Bay,Textiles,45HC,7,Colombo,Chicago,FOB,2022-08-27,2022-10-06,2022-10-06,40,0,Yes,None,3481.93,24373.51,69834.62,103228.28,Delivered
BOL002011,HMM,DB Schenker,Home Depot Canada,Chemicals,40RF,8,Hong Kong,Seattle,EXW,2023-12-07,2024-01-21,2024-01-21,45,0,Yes,None,4389.63,35117.04,186584.61,105827.03,Delivered
BOL002012,Evergreen,Panalpina,Loblaw Companies,Textiles,20GP,2,Hamburg,Toronto,DAP,2023-06-06,2023-07-18,2023-07-18,42,0,Yes,None,2574.09,5148.18,19962.29,201841.64,Delivered
BOL002013,Evergreen,CEVA Logistics,Reitmans,Electronics,20GP,3,Ningbo,New York,FOB,2024-03-15,2024-04-27,2024-04-27,43,0,Yes,None,2149.64,6448.92,53337.16,367838.83,Delivered
BOL002014,COSCO,Kuehne+Nagel,Hudson Bay,Toys,20RF,3,Colombo,Los Angeles,CIF,2024-01-11,2024-02-19,2024-02-19,39,0,Yes,None,2938.74,8816.22,26462.86,133845.61,Delivered
BOL002015,Hapag-Lloyd,DB Schenker,Loblaw Companies,Textiles,20RF,4,Rotterdam,Houston,EXW,2022-03-22,2022-05-05,2022-05-05,44,0,Yes,None,1107.93,4431.72,78574.26,122468.59,Delivered
BOL002016,MSC,Nippon Express,Hudson Bay,Food Products,20RF,8,Hamburg,Chicago,DDP,2022-01-06,2022-02-19,2022-02-19,44,0,Yes,None,3926.33,31410.64,141276.03,77486.1,Delivered
BOL002017,Maersk,Kuehne+Nagel,Canadian Tire,Chemicals,20GP,3,Shenzhen,Toronto,FOB,2024-05-30,2024-06-26,2024-06-26,27,0,Yes,None,3111.41,9334.23,65415.7,183206.4,Delivered
BOL002018,CMA CGM,CEVA Logistics,Shoppers Drug Mart,Furniture,45HC,3,Shanghai,Seattle,CIF,2023-09-14,2023-10-14,2023-10-14,30,0,Yes,None,1569.57,4708.71,18288.29,112803.94,Delivered
BOL002019,ONE,Sinotrans,Best Buy Canada,Auto Parts,40GP,5,Busan,Seattle,CFR,2022-11-11,2022-12-09,2022-12-09,28,0,Yes,None,3326.37,16631.85,125872.86,323475.02,Delivered
BOL002020,Yang Ming,CEVA Logistics,Empire Company,Textiles,45HC,7,Rotterdam,Halifax,DAP,2022-10-17,2022-11-01,2022-11-01,15,0,Yes,None,1618.12,11326.84,102946.33,450927.48,Delivered
BOL002021,Yang Ming,CEVA Logistics,Giant Tiger,Machinery,40HC,5,Shenzhen,Miami,CFR,2023-05-25,2023-06-21,2023-06-21,27,0,Yes,None,4166.56,20832.8,32391.93,19241.35,Delivered
BOL002022,Hapag-Lloyd,DB Schenker,Indigo Books,Furniture,40HC,9,Hamburg,Miami,CFR,2022-03-04,2022-04-05,2022-04-05,32,0,Yes,None,901.64,8114.76,113143.95,331385.2,Delivered
BOL002023,HMM,Kuehne+Nagel,Indigo Books,Steel Products,20GP,2,Kaohsiung,Miami,DDP,2024-11-22,2024-12-06,2024-12-06,14,0,Yes,None,2127.06,4254.12,24621.15,18897.63,Delivered
BOL002024,Maersk,Expeditors,Reitmans,Chemicals,40RF,6,Ningbo,Montreal,CFR,2023-02-04,2023-02-25,2023-02-25,21,0,Yes,None,2178.17,13069.02,126342.06,351193.93,Delivered
BOL002025,Yang Ming,Panalpina,Costco Canada,Furniture,40HC,5,Singapore,Seattle,EXW,2024-07-22,2024-09-02,2024-09-02,42,0,Yes,None,3538.63,17693.15,134784.4,426908.31,Delivered
BOL002026,ZIM,DB Schenker,Reitmans,Textiles,40HC,3,Ningbo,Seattle,CFR,2022-04-06,2022-04-26,2022-04-26,20,0,Yes,None,3823.16,11469.48,37034.55,346053.35,Delivered
BOL002027,COSCO,Nippon Express,Groupe Touchette,Textiles,45HC,5,Singapore,Houston,FOB,2024-04-03,2024-04-19,2024-04-19,16,0,Yes,None,2766.64,13833.2,27148.32,126600.32,Delivered
BOL002028,ONE,Panalpina,Canadian Tire,Steel Products,40HC,3,Hong Kong,Chicago,CIF,2022-08-30,2022-10-10,2022-10-10,41,0,Yes,None,1458.94,4376.82,83424.14,117890.8,Delivered
BOL002029,HMM,DSV,Walmart Canada,Textiles,45HC,10,Busan,Seattle,CIF,2023-12-24,2024-02-02,2024-02-02,40,0,Yes,None,3046.89,30468.9,246095.63,62417.63,Delivered
BOL002030,COSCO,Nippon Express,Metro Inc,Steel Products,40HC,6,Rotterdam,Toronto,EXW,2023-11-10,2023-12-23,2023-12-30,43,7,No,Equipment Shortage,3638.1,21828.6,124230.36,53003.94,Delayed
BOL002031,Yang Ming,Expeditors,Metro Inc,Electronics,40GP,3,Colombo,Halifax,FOB,2022-03-21,2022-04-10,2022-04-10,20,0,Yes,None,1230.26,3690.78,29152.32,195668.68,Delivered
BOL002032,Evergreen,DSV,Sobeys,Electronics,20GP,3,Kaohsiung,Halifax,DDP,2023-07-12,2023-08-24,2023-08-24,43,0,Yes,None,3284.99,9854.97,58857.77,445179.86,Delivered
BOL002033,ZIM,Sinotrans,Shoppers Drug Mart,Apparel,40GP,10,Kaohsiung,Los Angeles,DDP,2024-03-10,2024-03-30,2024-03-30,20,0,Yes,None,3035.9,30359.0,196981.77,292884.89,Delivered
BOL002034,ONE,Sinotrans,Metro Inc,Textiles,45HC,9,Ningbo,Montreal,CFR,2022-04-10,2022-05-08,2022-05-08,28,0,Yes,None,4063.13,36568.17,185061.61,442432.26,Delivered
BOL002035,Maersk,Nippon Express,IKEA Canada,Electronics,40HC,4,Shanghai,Halifax,DAP,2024-11-15,2024-12-05,2024-12-05,20,0,Yes,None,4385.87,17543.48,63001.87,351371.53,Delivered
BOL002036,Yang Ming,DB Schenker,Indigo Books,Steel Products,45HC,5,Shanghai,Seattle,CIF,2023-08-06,2023-09-08,2023-09-08,33,0,Yes,None,4017.33,20086.65,60616.29,64056.47,Delivered
BOL002037,Hapag-Lloyd,Expeditors,Groupe Touchette,Auto Parts,40HC,8,Rotterdam,Toronto,EXW,2024-02-29,2024-04-04,2024-04-04,35,0,Yes,None,3872.28,30978.24,222806.66,63471.33,Delivered
BOL002038,COSCO,Expeditors,Metro Inc,Chemicals,20RF,1,Rotterdam,Houston,DAP,2024-11-22,2024-12-27,2024-12-27,35,0,Yes,None,2509.63,2509.63,18937.31,393579.85,Delivered
BOL002039,Maersk,CEVA Logistics,Costco Canada,Toys,20RF,2,Busan,Chicago,DDP,2024-10-14,2024-11-18,2024-11-18,35,0,Yes,None,2200.14,4400.28,34207.39,498038.77,Delivered
BOL002040,Maersk,Expeditors,Metro Inc,Electronics,45HC,8,Busan,Houston,DAP,2024-06-25,2024-07-15,2024-07-15,20,0,Yes,None,4342.02,34736.16,57281.18,461390.88,Delivered
BOL002041,HMM,Panalpina,Loblaw Companies,Steel Products,40RF,9,Rotterdam,Halifax,EXW,2024-03-05,2024-03-29,2024-03-29,24,0,Yes,None,1989.72,17907.48,47826.39,453053.09,Delivered
BOL002042,Hapag-Lloyd,DSV,Loblaw Companies,Steel Products,40GP,7,Hong Kong,Vancouver,DAP,2022-03-30,2022-04-24,2022-04-24,25,0,Yes,None,1965.73,13760.11,60538.14,126567.51,Delivered
BOL002043,HMM,Panalpina,Mountain Equipment,Auto Parts,40HC,8,Hong Kong,Toronto,DDP,2022-04-20,2022-05-16,2022-05-19,26,3,No,Customs Inspection,2603.01,20824.08,93731.53,398183.22,Delivered
BOL002044,Yang Ming,DSV,Mountain Equipment,Machinery,20GP,3,Shenzhen,New York,EXW,2024-01-24,2024-02-29,2024-02-29,36,0,Yes,None,935.97,2807.91,43364.06,240429.12,Delivered
BOL002045,Maersk,Nippon Express,Walmart Canada,Food Products,20GP,9,Ningbo,Seattle,EXW,2024-08-20,2024-09-28,2024-09-28,39,0,Yes,None,2885.76,25971.84,236924.51,302562.07,Delivered
BOL002046,Hapag-Lloyd,Panalpina,Reitmans,Machinery,40GP,9,Hong Kong,Miami,DAP,2024-04-09,2024-04-29,2024-04-29,20,0,Yes,None,3201.7,28815.3,180836.56,319837.01,Delivered
BOL002047,Evergreen,Nippon Express,Walmart Canada,Chemicals,40HC,6,Ningbo,Miami,DAP,2023-05-24,2023-06-07,2023-06-07,14,0,Yes,None,3801.73,22810.38,76935.09,173153.87,Delivered
BOL002048,Evergreen,CEVA Logistics,Aldo Group,Steel Products,40RF,5,Hamburg,Miami,DDP,2024-10-17,2024-12-01,2024-12-01,45,0,Yes,None,4214.85,21074.25,49884.56,326621.34,Delivered
BOL002049,HMM,DB Schenker,Hudson Bay,Electronics,40GP,4,Ningbo,Miami,CIF,2023-06-23,2023-08-02,2023-08-02,40,0,Yes,None,2281.14,9124.56,54686.73,333737.83,Delivered
BOL002050,MSC,DB Schenker,Best Buy Canada,Chemicals,45HC,2,Hamburg,Toronto,DDP,2022-05-08,2022-06-19,2022-06-25,42,6,No,Port Congestion,2494.27,4988.54,37852.64,221516.31,Delayed
BOL002051,MSC,Expeditors,Home Depot Canada,Food Products,40GP,5,Hamburg,Los Angeles,CIF,2022-03-21,2022-04-07,2022-04-07,17,0,Yes,None,1944.55,9722.75,28813.93,223847.59,Delivered
BOL002052,MSC,CEVA Logistics,IKEA Canada,Electronics,20GP,10,Kaohsiung,Los Angeles,EXW,2023-05-02,2023-05-30,2023-05-30,28,0,Yes,None,1382.94,13829.4,261568.9,393766.35,Delivered
BOL002053,Evergreen,DB Schenker,Loblaws,Toys,45HC,1,Ningbo,Montreal,DAP,2024-09-10,2024-09-29,2024-09-29,19,0,Yes,None,4003.8,4003.8,25647.46,71702.44,Delivered
BOL002054,CMA CGM,DB Schenker,Costco Canada,Electronics,20RF,6,Ningbo,Montreal,DAP,2024-07-18,2024-08-04,2024-08-04,17,0,Yes,None,2616.68,15700.08,104723.37,445677.82,Delivered
BOL002055,COSCO,DSV,Loblaw Companies,Steel Products,45HC,10,Rotterdam,Houston,EXW,2022-11-22,2022-12-07,2022-12-09,15,2,No,Customs Inspection,2847.6,28476.0,257353.46,136756.26,Delivered
BOL002056,Hapag-Lloyd,Nippon Express,Mountain Equipment,Chemicals,45HC,1,Hamburg,Los Angeles,CIF,2024-10-02,2024-11-11,2024-11-11,40,0,Yes,None,3192.91,3192.91,25380.68,475895.85,Delivered
BOL002057,HMM,Nippon Express,Shoppers Drug Mart,Machinery,40HC,8,Hamburg,Toronto,DAP,2023-03-22,2023-05-03,2023-05-03,42,0,Yes,None,2630.83,21046.64,206729.8,137826.9,Delivered
BOL002058,COSCO,CEVA Logistics,Sport Chek,Machinery,45HC,2,Hamburg,Los Angeles,CIF,2024-08-16,2024-09-28,2024-09-28,43,0,Yes,None,1326.43,2652.86,38281.8,255060.35,Delivered
BOL002059,Maersk,Kuehne+Nagel,Sobeys,Chemicals,40RF,2,Hamburg,Toronto,CIF,2022-10-07,2022-10-30,2022-10-30,23,0,Yes,None,3417.54,6835.08,44770.91,136007.18,Delivered
BOL002060,Hapag-Lloyd,Kuehne+Nagel,Mountain Equipment,Toys,40RF,7,Rotterdam,Miami,CFR,2024-11-22,2025-01-02,2025-01-02,41,0,Yes,None,2808.17,19657.19,36702.49,108619.74,In Transit
BOL002061,ONE,CEVA Logistics,Sport Chek,Machinery,20GP,3,Hong Kong,New York,FOB,2022-10-23,2022-12-05,2022-12-05,43,0,Yes,None,3615.59,10846.77,83772.9,75432.72,Delivered
BOL002062,Maersk,Nippon Express,Sport Chek,Textiles,40HC,9,Shenzhen,Seattle,DDP,2022-06-23,2022-07-12,2022-07-12,19,0,Yes,None,872.97,7856.73,136078.36,466171.38,Delivered
BOL002063,Evergreen,Panalpina,Reitmans,Auto Parts,45HC,2,Shanghai,Chicago,DAP,2022-07-30,2022-09-05,2022-09-05,37,0,Yes,None,3480.77,6961.54,12521.45,415235.01,Delivered
BOL002064,Maersk,Nippon Express,Canadian Tire,Steel Products,40RF,5,Shenzhen,Vancouver,FOB,2024-06-25,2024-08-02,2024-08-02,38,0,Yes,None,2325.45,11627.25,102014.45,170486.31,Delivered
BOL002065,HMM,DB Schenker,IKEA Canada,Toys,40HC,1,Hong Kong,Chicago,CIF,2022-04-15,2022-05-05,2022-05-05,20,0,Yes,None,3488.1,3488.1,5271.87,33551.97,Delivered
BOL002066,ONE,Panalpina,Indigo Books,Auto Parts,20RF,8,Singapore,Seattle,CFR,2022-03-09,2022-03-28,2022-03-29,19,1,No,Customs Inspection,2148.56,17188.48,154884.13,305492.58,Delivered
BOL002067,Maersk,DSV,Sport Chek,Machinery,40GP,6,Singapore,Los Angeles,FOB,2024-07-13,2024-08-15,2024-08-15,33,0,Yes,None,1359.99,8159.94,121508.71,343423.88,Delivered
BOL002068,Evergreen,Expeditors,Aldo Group,Auto Parts,45HC,5,Hong Kong,Vancouver,DAP,2022-08-20,2022-09-25,2022-09-25,36,0,Yes,None,945.59,4727.95,116234.7,343167.86,Delivered
BOL002069,Yang Ming,Panalpina,Shoppers Drug Mart,Electronics,40RF,10,Colombo,Vancouver,CFR,2024-06-28,2024-08-08,2024-08-08,41,0,Yes,None,3654.35,36543.5,207947.22,229171.45,Delivered
BOL002070,COSCO,DSV,Loblaws,Textiles,40HC,10,Kaohsiung,Miami,FOB,2024-10-13,2024-11-01,2024-11-01,19,0,Yes,None,3232.01,32320.1,233985.87,265272.85,Delivered
